customer_id,first_name,last_name,id_number,date_of_birth,gender,email,phone_number,province,city,postal_code,income_bracket,employment_status,credit_score
CUS27227,Kara,Whitaker,6109100082,1955-01-27,F,kara.whitaker@outlook.com,+270816010586,North West,Port Elizabeth,7298,100K-250K,Self-employed,431
CUS30015,John,Wall,6412159184,1974-07-20,M,john.wall@gmail.com,+270725516730,Northern Cape,Johannesburg,7448,0-100K,Retired,580
CUS82885,Christopher,Madden,7206076183,1949-12-15,F,christopher.madden@outlook.com,+270764523365,Northern Cape,Pretoria,9193,100K-250K,Self-employed,486
CUS49363,Kevin,Moore,7804053181,1958-04-20,F,kevin.moore@gmail.com,+270724905089,KwaZulu-Natal,Bloemfontein,6233,250K-500K,Retired,459
CUS42459,Ernest,Morse,7510012189,1954-03-06,F,ernest.morse@outlook.com,+270762851815,Eastern Cape,Pretoria,9472,100K-250K,Retired,590
CUS44887,William,Bryant,7201070087,1968-02-20,M,william.bryant@outlook.com,+270630923228,North West,Bloemfontein,4858,500K-1M,Self-employed,471
CUS68003,Richard,Black,7410098084,1948-06-29,M,richard.black@outlook.com,+270643858799,Eastern Cape,Port Elizabeth,5090,250K-500K,Self-employed,842
CUS60382,Jennifer,Nunez,6203118186,1969-05-17,M,jennifer.nunez@outlook.com,+270637979291,North West,Bloemfontein,5862,250K-500K,Retired,564
CUS97550,Jeremy,Ortiz,9612223083,1983-09-24,F,jeremy.ortiz@gmail.com,+270668831483,North West,Port Elizabeth,9856,100K-250K,Self-employed,394
CUS69325,Amanda,Hodge,8102255085,1985-08-02,F,amanda.hodge@gmail.com,+270820527388,Eastern Cape,Bloemfontein,9861,100K-250K,Retired,815
CUS10298,Pamela,Petersen,8907260086,1984-09-25,M,pamela.petersen@yahoo.com,+270811448253,Western Cape,Durban,8444,250K-500K,Self-employed,651
CUS57122,Robert,Paul,7606228080,2001-07-01,M,robert.paul@yahoo.com,+270799648454,Western Cape,Port Elizabeth,9142,250K-500K,Retired,843
CUS73507,Theodore,Smith,6703193182,1950-06-09,F,theodore.smith@yahoo.com,+270666079711,Gauteng,East London,8491,250K-500K,Self-employed,483
CUS20989,Brian,Grant,7109211088,1990-07-22,M,brian.grant@outlook.com,+270746866542,Northern Cape,Port Elizabeth,2745,250K-500K,Employed,788
CUS15841,Bradley,Rodriguez,7509174087,1944-10-17,M,bradley.rodriguez@yahoo.com,+270793456617,Western Cape,Johannesburg,6550,250K-500K,Retired,745
CUS22888,Jennifer,Roberts,7304226087,1972-07-23,M,jennifer.roberts@yahoo.com,+270741860405,Northern Cape,Kimberley,2741,100K-250K,Self-employed,598
CUS85891,Danielle,Fields,7208087187,1954-11-08,F,danielle.fields@yahoo.com,+270812099488,Gauteng,Port Elizabeth,1542,250K-500K,Student,814
CUS93595,Sara,Gentry,9406026183,1947-12-20,F,sara.gentry@yahoo.com,+270782350101,Mpumalanga,Kimberley,5071,1M+,Self-employed,477
CUS36838,Nicole,Rodriguez,6311286084,1976-07-24,M,nicole.rodriguez@gmail.com,+270647786964,Eastern Cape,Pretoria,3859,500K-1M,Student,515
CUS53927,Joel,Miller,7309118087,1998-11-13,F,joel.miller@outlook.com,+270798220876,Western Cape,Pretoria,5645,1M+,Employed,516
CUS18162,Michael,Cobb,9509060187,1965-12-26,M,michael.cobb@gmail.com,+270663263348,Eastern Cape,Cape Town,3137,500K-1M,Student,346
CUS27078,Michelle,Johnson,9802241188,2004-02-14,M,michelle.johnson@yahoo.com,+270826067509,Free State,East London,5760,1M+,Student,764
CUS56945,Adam,Garcia,8504194082,1952-06-12,M,adam.garcia@yahoo.com,+270767773097,Mpumalanga,Durban,6912,0-100K,Student,693
CUS83614,Sean,Mcguire,7207079183,1996-09-16,F,sean.mcguire@yahoo.com,+270648555952,KwaZulu-Natal,Port Elizabeth,6669,0-100K,Self-employed,481
CUS33228,Jeremiah,Riddle,6811191180,1970-12-02,F,jeremiah.riddle@yahoo.com,+270628154014,Western Cape,Pretoria,8256,250K-500K,Employed,850
CUS39032,Erin,Mcdonald,6503060187,1992-09-15,M,erin.mcdonald@gmail.com,+270620620738,Gauteng,Durban,7019,1M+,Self-employed,581
CUS39731,Nicholas,Escobar,8912020087,1974-12-15,F,nicholas.escobar@yahoo.com,+270831611818,Gauteng,Bloemfontein,2562,1M+,Student,472
CUS45862,Christopher,Smith,6401263187,1959-11-09,F,christopher.smith@gmail.com,+270727190417,Western Cape,Pretoria,3049,500K-1M,Student,389
CUS59186,Amy,Thomas,7008052181,1968-09-02,M,amy.thomas@outlook.com,+270667935488,Eastern Cape,Cape Town,3779,500K-1M,Employed,648
CUS15015,Jesse,Adams,7712167083,1981-12-03,M,jesse.adams@yahoo.com,+270731621646,Free State,Durban,7686,250K-500K,Student,629
CUS13734,James,Choi,8008177089,1975-08-02,F,james.choi@yahoo.com,+270664024546,KwaZulu-Natal,Johannesburg,8839,250K-500K,Employed,492
CUS29633,Miguel,Smith,9912238184,1954-06-19,M,miguel.smith@yahoo.com,+270833626034,Limpopo,Port Elizabeth,8084,500K-1M,Student,760
CUS72429,Emily,Ramos,7705078083,1995-06-20,F,emily.ramos@outlook.com,+270786413101,Northern Cape,Kimberley,7682,1M+,Retired,356
CUS83327,Kimberly,Cherry,9311182089,1950-11-28,F,kimberly.cherry@outlook.com,+270641520365,Northern Cape,Polokwane,5318,0-100K,Student,485
CUS51081,Paige,Sullivan,7111155082,1969-09-20,F,paige.sullivan@outlook.com,+270657224579,Free State,Kimberley,8810,1M+,Student,412
CUS89184,Adam,Kelley,8707211189,1941-12-30,F,adam.kelley@outlook.com,+270666712116,Western Cape,East London,8715,500K-1M,Employed,373
CUS67773,Anna,Dudley,9207057088,1940-08-19,M,anna.dudley@yahoo.com,+270609049233,Western Cape,Johannesburg,1226,0-100K,Self-employed,614
CUS85178,Jennifer,Gentry,9703126089,1977-12-30,F,jennifer.gentry@yahoo.com,+270621483130,KwaZulu-Natal,Nelspruit,7095,0-100K,Retired,830
CUS67396,Victor,Wright,7105093182,1986-01-10,M,victor.wright@gmail.com,+270712547990,Free State,Polokwane,7795,0-100K,Retired,833
CUS52359,Jesus,Shelton,7507027083,1992-12-07,M,jesus.shelton@gmail.com,+270749433666,Mpumalanga,Port Elizabeth,4679,100K-250K,Self-employed,713
CUS45047,Crystal,Walsh,8904277181,1939-10-16,F,crystal.walsh@gmail.com,+270832991838,Mpumalanga,Bloemfontein,8149,100K-250K,Retired,505
CUS57864,Heather,Rojas,8511023083,1975-04-16,F,heather.rojas@yahoo.com,+270727078329,Mpumalanga,Bloemfontein,2630,0-100K,Self-employed,608
CUS79223,Willie,Glover,9005123185,1953-07-14,M,willie.glover@outlook.com,+270738616698,Northern Cape,Polokwane,7511,0-100K,Student,478
CUS69547,Donna,Ponce,9710240083,1958-08-26,M,donna.ponce@outlook.com,+270839216410,Western Cape,Bloemfontein,9624,0-100K,Employed,654
CUS56127,Jared,Lee,9803275082,1985-07-28,M,jared.lee@outlook.com,+270666384776,Eastern Cape,Johannesburg,3792,100K-250K,Self-employed,495
CUS24447,Thomas,Jenkins,7212174180,1978-08-13,M,thomas.jenkins@outlook.com,+270781970468,Limpopo,Durban,4553,0-100K,Employed,449
CUS12435,Amy,Hernandez,9712043089,1997-02-01,M,amy.hernandez@gmail.com,+270768876514,Free State,Port Elizabeth,2345,500K-1M,Retired,644
CUS75615,Jennifer,Clark,7308047180,1968-09-20,F,jennifer.clark@gmail.com,+270722940795,Eastern Cape,Nelspruit,2707,100K-250K,Student,507
CUS66363,Michael,Harris,7607180089,1988-05-08,M,michael.harris@outlook.com,+270680720271,Eastern Cape,Port Elizabeth,4587,250K-500K,Student,524
CUS13550,Rebecca,Marshall,8907117085,1945-08-09,M,rebecca.marshall@outlook.com,+270602851017,North West,Durban,6700,0-100K,Self-employed,328
CUS46927,John,Leon,7407256081,1961-04-25,F,john.leon@outlook.com,+270745273833,North West,Kimberley,7928,100K-250K,Self-employed,702
CUS20444,Kelly,Norton,9702256085,1964-07-07,F,kelly.norton@outlook.com,+270718717853,North West,Port Elizabeth,3671,500K-1M,Retired,501
CUS99877,Laura,Boyd,9101202084,1943-08-30,F,laura.boyd@gmail.com,+270661093399,Northern Cape,Bloemfontein,3536,1M+,Retired,517
CUS77699,Jose,Jimenez,8809036089,1953-02-28,F,jose.jimenez@yahoo.com,+270749955027,Free State,Nelspruit,6723,100K-250K,Employed,580
CUS20944,John,Phillips,7512037187,1988-06-05,M,john.phillips@outlook.com,+270612899295,Limpopo,Kimberley,4357,250K-500K,Employed,521
CUS32766,Maria,Aguilar,6007198189,1947-04-09,M,maria.aguilar@outlook.com,+270639845856,Eastern Cape,Nelspruit,2854,500K-1M,Employed,622
CUS38973,Thomas,Stone,8001209183,1973-08-24,F,thomas.stone@gmail.com,+270794143114,KwaZulu-Natal,Johannesburg,4815,1M+,Retired,358
CUS91922,Alison,Summers,8805256083,1962-09-16,M,alison.summers@gmail.com,+270829037969,Gauteng,Port Elizabeth,9889,0-100K,Retired,341
CUS58427,Sharon,Peterson,6909036182,1966-07-15,F,sharon.peterson@outlook.com,+270717133156,Free State,East London,3470,250K-500K,Retired,820
CUS27165,Jacob,Ferguson,7512022185,2004-03-20,F,jacob.ferguson@gmail.com,+270827330235,Eastern Cape,Pretoria,1977,250K-500K,Retired,575
CUS11673,Steven,Whitehead,7809027082,1999-07-28,M,steven.whitehead@gmail.com,+270744223834,Free State,Kimberley,9531,100K-250K,Retired,774
CUS17668,Alexander,Carpenter,9904124185,1979-07-01,M,alexander.carpenter@gmail.com,+270769244096,Gauteng,East London,3367,500K-1M,Student,530
CUS24894,Michael,Wilkerson,9406234083,1995-07-11,M,michael.wilkerson@outlook.com,+270673367656,Gauteng,Polokwane,8219,500K-1M,Self-employed,650
CUS61228,Ellen,Ford,6504192082,1959-04-09,F,ellen.ford@yahoo.com,+270738706693,Northern Cape,Polokwane,9981,250K-500K,Self-employed,507
CUS63607,Jane,Blankenship,8801105185,1957-11-30,M,jane.blankenship@yahoo.com,+270735122136,Northern Cape,Polokwane,6924,500K-1M,Self-employed,648
CUS37463,Robert,Parker,7110168081,1999-02-16,F,robert.parker@yahoo.com,+270634148861,Western Cape,Durban,2505,250K-500K,Self-employed,804
CUS24172,Tyler,Dixon,8212240185,1986-12-06,F,tyler.dixon@gmail.com,+270679045993,North West,Polokwane,6569,500K-1M,Student,329
CUS49778,Walter,Jimenez,8701063188,1941-04-23,M,walter.jimenez@gmail.com,+270628913606,Northern Cape,Bloemfontein,4178,1M+,Retired,372
CUS83165,Amy,Harrison,7201063189,1955-03-01,M,amy.harrison@gmail.com,+270652911840,Limpopo,Nelspruit,8260,100K-250K,Retired,695
CUS41582,Troy,Avila,7705110187,1963-04-11,M,troy.avila@outlook.com,+270760272467,Northern Cape,Cape Town,8984,100K-250K,Employed,793
CUS15368,Cynthia,Anderson,7204192081,1984-10-31,F,cynthia.anderson@gmail.com,+270748499521,KwaZulu-Natal,Nelspruit,4491,100K-250K,Retired,659
CUS88005,Lisa,Jefferson,8207119185,1990-07-22,F,lisa.jefferson@gmail.com,+270794022521,North West,Polokwane,7245,500K-1M,Employed,679
CUS27109,Jose,Roberts,8902189181,1966-04-11,F,jose.roberts@gmail.com,+270609779533,KwaZulu-Natal,Johannesburg,7747,1M+,Student,462
CUS28514,Stephanie,Reyes,7909032086,1963-10-10,F,stephanie.reyes@yahoo.com,+270622230253,Gauteng,Bloemfontein,8201,1M+,Employed,707
CUS89051,Judy,Garcia,7910265187,1975-12-10,M,judy.garcia@gmail.com,+270745582921,Northern Cape,Pretoria,1198,1M+,Retired,820
CUS91494,Jeremy,Walker,9709167183,1960-11-18,F,jeremy.walker@gmail.com,+270624866261,Limpopo,East London,1930,1M+,Retired,615
CUS56257,William,Bonilla,8705200189,1951-01-25,F,william.bonilla@outlook.com,+270790475561,Free State,Cape Town,9396,250K-500K,Employed,316
CUS33346,Donald,Weaver,9911161084,1983-10-30,M,donald.weaver@yahoo.com,+270611999637,KwaZulu-Natal,Pretoria,4571,100K-250K,Student,332
CUS94692,Gina,Curry,8712034185,1940-09-10,F,gina.curry@yahoo.com,+270632103152,Western Cape,Cape Town,9982,1M+,Self-employed,497
CUS13666,Gail,Jones,8309174180,1954-05-26,M,gail.jones@outlook.com,+270674125132,Western Cape,Kimberley,8408,250K-500K,Self-employed,791
CUS48441,Jennifer,Jenkins,9609135189,1999-05-04,F,jennifer.jenkins@yahoo.com,+270762840640,KwaZulu-Natal,Polokwane,5461,250K-500K,Retired,558
CUS87673,Amanda,Alvarez,9804107085,1952-09-13,F,amanda.alvarez@outlook.com,+270621875072,KwaZulu-Natal,Bloemfontein,7863,1M+,Student,324
CUS64354,Julian,Hendricks,6009065184,1976-02-02,F,julian.hendricks@outlook.com,+270683445998,Northern Cape,Kimberley,7070,1M+,Student,314
CUS51130,Gloria,Larsen,9301176087,1974-06-08,F,gloria.larsen@outlook.com,+270823282115,Eastern Cape,Bloemfontein,1957,500K-1M,Employed,337
CUS97764,Scott,Hamilton,9108070084,1998-12-25,F,scott.hamilton@yahoo.com,+270663820875,Eastern Cape,Pretoria,8973,100K-250K,Retired,341
CUS45497,Juan,Kent,8004169089,1942-04-29,F,juan.kent@yahoo.com,+270765044188,Gauteng,Durban,8852,500K-1M,Student,779
CUS99054,Thomas,Bates,8701268086,1942-06-28,F,thomas.bates@outlook.com,+270742218553,North West,Bloemfontein,4779,100K-250K,Student,792
CUS18102,Amanda,Jackson,7106218180,1971-02-26,F,amanda.jackson@outlook.com,+270721975185,Gauteng,Kimberley,8274,100K-250K,Retired,471
CUS27474,Caitlyn,Smith,7905133081,1960-08-27,M,caitlyn.smith@gmail.com,+270604459551,Western Cape,Johannesburg,5404,100K-250K,Student,485
CUS19962,Lynn,Brown,6101011182,1946-02-11,F,lynn.brown@gmail.com,+270654309766,North West,Durban,6073,0-100K,Employed,328
CUS54524,Spencer,Cooper,8907237083,1943-09-29,M,spencer.cooper@outlook.com,+270634132130,Northern Cape,East London,8989,500K-1M,Self-employed,779
CUS92920,James,Villanueva,7802278184,1969-03-02,F,james.villanueva@yahoo.com,+270655924835,Free State,Johannesburg,8537,500K-1M,Self-employed,413
CUS35047,Laura,Kelly,7104123189,1990-01-11,M,laura.kelly@yahoo.com,+270653126145,Mpumalanga,Pretoria,9573,100K-250K,Employed,308
CUS64850,Kayla,Miranda,6401177085,1948-12-19,F,kayla.miranda@gmail.com,+270746842610,Northern Cape,Port Elizabeth,9939,250K-500K,Retired,672
CUS80074,Arthur,Adams,9403132089,1977-12-15,M,arthur.adams@yahoo.com,+270785243391,Gauteng,East London,8260,100K-250K,Self-employed,811
CUS42256,Daniel,Young,8308110184,1958-04-18,F,daniel.young@outlook.com,+270826152189,Limpopo,Kimberley,5884,250K-500K,Student,464
CUS19507,Stephanie,Mitchell,7102273186,2002-03-13,M,stephanie.mitchell@outlook.com,+270760719011,Limpopo,Cape Town,3136,0-100K,Employed,579
CUS96200,Jorge,Phillips,7708216186,1952-06-23,F,jorge.phillips@outlook.com,+270687563419,Northern Cape,Cape Town,4385,100K-250K,Retired,407
CUS44945,Lydia,Lewis,9502282080,1972-07-24,F,lydia.lewis@gmail.com,+270652586538,Eastern Cape,Nelspruit,4539,500K-1M,Retired,473
CUS52222,Krista,Lee,7903078186,1973-11-16,F,krista.lee@yahoo.com,+270766574054,Free State,East London,7473,1M+,Self-employed,467
CUS76363,Chris,Gaines,8906227184,1994-07-26,F,chris.gaines@gmail.com,+270663385978,Free State,Port Elizabeth,8364,1M+,Student,494
CUS89996,Curtis,Cobb,7108017187,1995-01-02,F,curtis.cobb@yahoo.com,+270814262844,North West,East London,4218,250K-500K,Student,604
CUS64178,Chelsea,Lopez,8411102088,1941-07-06,F,chelsea.lopez@gmail.com,+270662540665,North West,Polokwane,4861,1M+,Self-employed,338
CUS64823,Michael,Cohen,6503260184,1967-12-03,F,michael.cohen@yahoo.com,+270748168286,KwaZulu-Natal,Nelspruit,7546,100K-250K,Retired,487
CUS60287,April,Calderon,7210261181,1946-08-05,M,april.calderon@outlook.com,+270767401861,Eastern Cape,Polokwane,2285,0-100K,Self-employed,337
CUS86010,James,Garcia,8407071182,1991-05-14,F,james.garcia@yahoo.com,+270810909947,Limpopo,Port Elizabeth,8458,0-100K,Self-employed,317
CUS74271,Matthew,Smith,8601104180,1982-06-05,M,matthew.smith@yahoo.com,+270734015258,Eastern Cape,Port Elizabeth,7692,1M+,Retired,730
CUS63960,Brian,Thomas,6909045180,1953-08-27,F,brian.thomas@yahoo.com,+270746467741,Mpumalanga,Kimberley,2402,0-100K,Employed,373
CUS22000,Kristin,Mccall,6206025083,1942-01-23,F,kristin.mccall@outlook.com,+270830989308,Northern Cape,Cape Town,7736,0-100K,Student,761
CUS49223,Jennifer,Bates,6107216082,1999-10-18,F,jennifer.bates@yahoo.com,+270669996592,Limpopo,East London,6997,500K-1M,Self-employed,443
CUS83618,Micheal,Warren,7212236085,1942-02-10,M,micheal.warren@outlook.com,+270623317243,Northern Cape,Pretoria,3461,0-100K,Retired,626
CUS25964,Cesar,Mendoza,9104263080,2002-02-12,F,cesar.mendoza@outlook.com,+270738695449,Eastern Cape,Kimberley,5217,0-100K,Student,325
CUS80220,Nicole,Hester,9402211083,1994-12-29,F,nicole.hester@gmail.com,+270842607721,Mpumalanga,Johannesburg,7770,0-100K,Self-employed,618
CUS96537,Laura,Perez,8702279182,1971-06-27,F,laura.perez@outlook.com,+270794901798,Free State,Durban,8118,100K-250K,Student,373
CUS65141,Chris,Spence,9006126184,1998-12-07,F,chris.spence@outlook.com,+270600793498,North West,Bloemfontein,6935,250K-500K,Retired,770
CUS52312,Cameron,Romero,9004158085,1988-04-25,F,cameron.romero@outlook.com,+270668855926,Western Cape,Polokwane,6770,100K-250K,Self-employed,496
CUS10697,Nicole,Williams,7403203182,1978-01-29,M,nicole.williams@gmail.com,+270736133047,Mpumalanga,Port Elizabeth,3241,250K-500K,Employed,705
CUS58179,Joseph,Roberts,8605248085,1975-11-11,F,joseph.roberts@outlook.com,+270782554878,Mpumalanga,Nelspruit,5360,500K-1M,Retired,634
CUS87741,Christopher,Clark,7605264084,1996-04-14,M,christopher.clark@outlook.com,+270663371880,Limpopo,Johannesburg,6427,0-100K,Retired,667
CUS65348,Curtis,Hill,6612213180,1950-10-29,M,curtis.hill@gmail.com,+270615535615,Limpopo,Johannesburg,1035,100K-250K,Retired,531
CUS73346,Michael,Ortiz,8305042181,1939-09-26,M,michael.ortiz@gmail.com,+270741893179,Free State,Port Elizabeth,9947,1M+,Student,579
CUS42896,Tyrone,Boone,7807206187,1994-07-20,M,tyrone.boone@gmail.com,+270763246664,Gauteng,Bloemfontein,2020,500K-1M,Retired,397
CUS23790,Timothy,Gaines,8005109187,1953-10-12,M,timothy.gaines@yahoo.com,+270833122512,Northern Cape,Nelspruit,9443,1M+,Student,414
CUS52806,Charles,Johnson,6509223083,1990-11-29,M,charles.johnson@outlook.com,+270726965086,Gauteng,Nelspruit,6156,100K-250K,Employed,590
CUS38858,Stephen,Parsons,7905018083,1961-11-11,M,stephen.parsons@yahoo.com,+270812497127,North West,Johannesburg,1809,250K-500K,Retired,815
CUS28603,Daniel,Frazier,8304138182,1951-11-25,M,daniel.frazier@outlook.com,+270673615927,Western Cape,Cape Town,4704,0-100K,Self-employed,642
CUS16041,David,Nelson,6402114082,1995-04-16,M,david.nelson@gmail.com,+270742671724,Mpumalanga,Port Elizabeth,7345,500K-1M,Employed,460
CUS45695,Megan,Jennings,9710017183,1961-06-17,M,megan.jennings@outlook.com,+270739941264,Mpumalanga,Cape Town,5319,0-100K,Self-employed,818
CUS11528,Catherine,Johnson,9709075088,1966-06-24,M,catherine.johnson@yahoo.com,+270680093652,Eastern Cape,Johannesburg,4960,250K-500K,Self-employed,472
CUS27538,Kayla,Burton,6909125087,2002-10-09,F,kayla.burton@outlook.com,+270657245336,Mpumalanga,Bloemfontein,6525,500K-1M,Student,431
CUS55215,Holly,Jenkins,7408223180,1963-11-15,M,holly.jenkins@gmail.com,+270731064586,Eastern Cape,Kimberley,8546,1M+,Student,439
CUS36134,Whitney,Gomez,6004192082,1962-01-21,M,whitney.gomez@yahoo.com,+270678557289,Free State,Durban,2748,100K-250K,Employed,670
CUS43779,Emily,Keller,7409250081,1985-04-22,M,emily.keller@yahoo.com,+270847071060,North West,Johannesburg,7388,250K-500K,Self-employed,759
CUS29766,Eric,Barnes,8902155080,1980-04-29,F,eric.barnes@outlook.com,+270799739274,Limpopo,Kimberley,1555,1M+,Retired,672
CUS87954,Andrew,Jones,6408225181,1989-08-27,F,andrew.jones@yahoo.com,+270669922176,Limpopo,Nelspruit,8155,100K-250K,Self-employed,555
CUS88232,David,Christian,7612095183,1966-09-16,F,david.christian@yahoo.com,+270625091752,Northern Cape,Pretoria,2770,0-100K,Retired,609
CUS34236,Vanessa,Scott,6509016185,1954-09-03,F,vanessa.scott@gmail.com,+270617643126,Western Cape,East London,5800,250K-500K,Retired,831
CUS23061,Shelly,Gray,7605050188,1995-03-07,F,shelly.gray@yahoo.com,+270612478905,Limpopo,Durban,6232,500K-1M,Retired,636
CUS21476,Michael,Johnson,6210167184,1947-04-08,M,michael.johnson@gmail.com,+270606074622,Free State,Kimberley,8857,100K-250K,Employed,495
CUS32196,John,Duncan,9202096187,1984-01-02,M,john.duncan@yahoo.com,+270798583910,Free State,Pretoria,6094,250K-500K,Employed,508
CUS40988,Craig,Miller,7512075089,1965-08-21,F,craig.miller@yahoo.com,+270766251618,Western Cape,Durban,7045,0-100K,Employed,694
CUS31286,Amy,Briggs,8706216082,1939-10-29,F,amy.briggs@yahoo.com,+270649754891,North West,Johannesburg,1132,500K-1M,Employed,696
CUS25310,Debbie,Brown,9804208189,1944-03-15,F,debbie.brown@yahoo.com,+270720580669,North West,Bloemfontein,8231,0-100K,Retired,726
